Category_Code,Category_Description,Service_Code,Service_Code_Description,Service_Code_Unit_of_Measure,Container_Size,Is_Rental_Flag,Is_Service_Flag,Inscope_WP_Flag,Inscope_OC_Flag,Service_Lift_Type,Service_Waste_Stream,SK_Service,Activity_Name,Record_Volume,Source_System
555,MGB Refresh Hygienic,550970,Cont Serv Nappy Wrap Unit,M3,0.04,0,1,0,0,N/A,N/A,65278,C&I,0,VRP
750,Environmental Services,750055,Charge Attendance,EA,0,0,0,0,0,N/A,N/A,80270,Liquid,0,VRP
240,Hook Lift,243000,Clear 30M Bin (HL),M3,30,0,1,0,0,RORO,General Waste,85097,C&I,1,VRP
340,Skips Recycling,340610,Rent 6.0M Recycle Skip Bi,EA,0,1,0,0,0,N/A,N/A,18036,C&I,0,VRP
200,Roll On Roll Off,202542,Remove 25M Bin,EA,0,0,0,0,0,RORO,General Waste,26089,C&I,0,VRP
670,MGB Side Lift Recycling,679172,Clear Cardboard Bale Nil,M3,1,0,1,0,0,N/A,N/A,73317,C&I,1,VRP
980,GST,980000,Goods and Service Tax,EA,0,0,0,0,0,N/A,N/A,92014,Sale of Other,0,VRP
350,Skips,350432,Tip P/Tonne 4.0M Skip Bin,TON,0,0,1,0,0,N/A,N/A,52433,C&I,0,VRP
710,Septic,710079,Levy Environmental Permit,EA,0,0,0,0,0,N/A,N/A,90150,Liquid,0,VRP
350,Skips,350942,Remove 9.0M Skip Bin,EA,0,0,0,0,0,N/A,N/A,70758,C&I,0,VRP
500,MGB Rear Lift,502441,Deliver 240LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,86947,C&I,0,VRP
900,Miscellaneous,900074,Waste Plus(Excess Weight),EA,0,0,0,0,0,N/A,N/A,56926,Sale of Other,0,VRP
100,Front Lift,103011,Rent Monthly 3.0M Bin,EA,0,1,0,0,0,Front Lift,General Waste,61782,C&I,0,VRP
350,Skips,353110,Rent 31M Skip Bin,EA,0,1,0,0,0,N/A,N/A,4642,C&I,0,VRP
180,Front Lift Recycling,181541,Deliver 1.5M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,29845,C&I,0,VRP
900,Miscellaneous,900064,On-call Booking Charge,EA,0,0,0,0,0,N/A,N/A,75053,Sale of Other,0,VRP
992,Adjustments,999000,Transfer Father A/C,EA,0,0,0,0,0,N/A,N/A,76529,Sale of Other,0,VRP
580,MGB Commercial Recycling,582410,Rent 240LT Recycle Cart,EA,0,1,0,0,0,Rear Lift,Recycling,62916,C&I,0,VRP
555,MGB Refresh Hygienic,557270,Cont Serv Air Fresh Fan,EA,0,0,1,0,0,N/A,N/A,53308,C&I,0,VRP
350,Skips,350632,Tip P/Tonne 6.0M Skip Bin,TON,0,0,1,0,0,N/A,N/A,4028,C&I,0,VRP
457,Subcontractor MGB Confidential,457200,Clear 240LT Conf Cart,M3,0.24,0,1,0,0,N/A,N/A,15557,C&I,1,VRP
200,Roll On Roll Off,200049,Sundry Item,EA,0,0,0,0,0,RORO,General Waste,56875,C&I,0,VRP
210,Roll On Roll Off Packer,212342,Remove 23M Packer,EA,0,0,0,0,0,RORO,General Waste,43506,C&I,0,VRP
170,Front Lift Domestic Recycling,173072,Clear 3.0M MuniRec NilChg,M3,3,0,1,0,0,N/A,N/A,15821,C&I,1,VRP
470,Subcontractor Liquid,470049,Sundry Item,EA,0,0,0,0,0,N/A,N/A,81813,C&I,0,VRP
660,MGB Medical\Pathological,661641,Deliver 240LT Cytotoxic B,EA,0,0,0,0,0,N/A,N/A,56633,C&I,0,VRP
180,Front Lift Recycling,184507,Clear Customer 4.5M Recyc,M3,4.5,0,1,0,1,Front Lift,Recycling,80345,C&I,1,VRP
570,MGB Confidential,571200,Clear 120LT Conf Cart,M3,0.12,0,1,0,0,N/A,N/A,56372,C&I,1,VRP
700,Liquid,700051,Truck Hire P/Hour,HR,0,0,0,0,0,N/A,N/A,91478,Liquid,0,VRP
100,Front Lift,101541,Deliver 1.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,50464,C&I,0,VRP
300,Lift On,301232,Tip P/Tonne 12M Bin (LO),TON,0,0,1,0,0,N/A,N/A,52123,C&I,0,VRP
480,Subcontractor Miscellaneo,480056,Transportation P/Hour,HR,0,0,1,0,0,N/A,N/A,68348,C&I,0,VRP
580,MGB Commercial Recycling,582400,Clear 240LT Recycle Cart,M3,0.24,0,1,0,1,Rear Lift,Recycling,71698,C&I,1,VRP
350,Skips,350972,Clear 9.0M Skip Nil Chg,M3,9,0,1,0,0,N/A,N/A,75475,C&I,1,VRP
100,Front Lift,101543,Exchange 1.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,78301,C&I,0,VRP
600,MGB Co-Mingle,606600,Clear 660LT Co-Mingle Car,M3,0.66,0,1,1,1,Rear Lift,Co-Mingle,51800,C&I,1,VRP
300,Lift On,300933,Tip P/M3 9.0M Bin (LO),M3,0,0,1,0,0,N/A,N/A,63163,C&I,0,VRP
200,Roll On Roll Off,201000,Clear 10M Bin,M3,10,0,1,0,0,RORO,General Waste,55882,C&I,1,VRP
300,Lift On,301142,Remove 11M Bin (LO),EA,0,0,0,0,0,N/A,N/A,50596,C&I,0,VRP
300,Lift On,300632,Tip P/Tonne 6.0M Bin (LO),TON,0,0,1,0,0,N/A,N/A,61855,C&I,0,VRP
600,MGB Co-Mingle,602400,Clear 240LT Co-Mingle Car,M3,0.24,0,1,1,1,Rear Lift,Co-Mingle,7974,C&I,1,VRP
555,MGB Refresh Hygienic,557270,Cont Serv Air Fresh Fan,EA,0,0,1,0,0,N/A,N/A,82285,C&I,0,VRP
600,MGB Co-Mingle,606641,Deliver 660LT Co-Mingle C,EA,0,0,0,0,0,Rear Lift,Co-Mingle,89193,C&I,0,VRP
100,Front Lift,101500,Clear 1.5M Bin,M3,1.5,0,1,1,1,Front Lift,General Waste,73061,C&I,1,VRP
555,MGB Refresh Hygienic,557170,Cont Serv Manual SaniPod,EA,0,0,1,0,0,N/A,N/A,65279,C&I,0,VRP
300,Lift On,300442,Remove 4.0M Bin (LO),EA,0,0,0,0,0,N/A,N/A,54757,C&I,0,VRP
580,MGB Commercial Recycling,582400,Clear 240LT Recycle Cart,M3,0.24,0,1,0,1,Rear Lift,Recycling,84893,C&I,1,VRP
100,Front Lift,104541,Deliver 4.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,60508,C&I,0,VRP
100,Front Lift,102611,Rent Monthly 2.6M Bin,EA,0,1,0,0,0,Front Lift,General Waste,86705,C&I,0,VRP
240,Hook Lift,243042,Remove 30M Bin (HL),EA,0,0,0,0,0,RORO,General Waste,91648,C&I,0,VRP
240,Hook Lift,243041,Deliver 30M Bin (HL),EA,0,0,0,0,0,RORO,General Waste,60848,C&I,0,VRP
100,Front Lift,103042,Remove 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,51644,C&I,0,VRP
350,Skips,350842,Remove 8.0M Skip Bin,EA,0,0,0,0,0,N/A,N/A,83182,C&I,0,VRP
350,Skips,351542,Remove 15M Skip Bin,EA,0,0,0,0,0,N/A,N/A,2366,C&I,0,VRP
710,Septic,710024,Septic Service P/LTR,LTR,0,0,1,0,0,N/A,N/A,72651,Liquid,0,VRP
100,Front Lift,100037,Levy Council Permit,EA,0,0,1,0,0,Front Lift,General Waste,89634,C&I,0,VRP
580,MGB Commercial Recycling,581241,Deliver 120LT Recycle Car,EA,0,0,0,0,0,Rear Lift,Recycling,72959,C&I,0,VRP
280,Roll On Roll Off Recyclin,283110,Rent 31M Recycle Bin,EA,0,1,0,0,0,RORO,Recycling,10458,C&I,0,VRP
240,Hook Lift,241100,Clear 11M Bin (HL),M3,11,0,1,0,0,RORO,General Waste,53365,C&I,1,VRP
600,MGB Co-Mingle,601100,Clear 1100LT Co-Mingle Ca,M3,1.1,0,1,1,1,Rear Lift,Co-Mingle,40553,C&I,1,VRP
100,Front Lift,100002,Waste in Bin on Removal,M3,1,0,1,0,0,Front Lift,General Waste,39132,C&I,1,VRP
600,MGB Co-Mingle,601141,Deliver 1100LT Co-Mingle,EA,0,0,0,0,0,Rear Lift,Co-Mingle,65189,C&I,0,VRP
190,Front Lift Co-Mingle,193000,Clear 3.0M Co-Mingle Bin,M3,3,0,1,1,1,Front Lift,Co-Mingle,85795,C&I,1,VRP
555,MGB Refresh Hygienic,557171,Extra Serv Manual SaniPod,EA,0,0,0,0,0,N/A,N/A,76043,C&I,0,VRP
730,Grease Trap,730079,Levy Environmental Permit,EA,0,0,0,0,0,N/A,N/A,68635,Liquid,0,VRP
190,Front Lift Co-Mingle,193042,Remove 3.0M Co-Mingle Bin,EA,0,0,0,0,0,Front Lift,Co-Mingle,73265,C&I,0,VRP
700,Liquid,700334,Tip P/LTR Waste Oil,LTR,0,0,1,0,0,N/A,N/A,76744,Liquid,0,VRP
350,Skips,350641,Deliver 6.0M Skip Bin,EA,0,0,0,0,0,N/A,N/A,49778,C&I,0,VRP
580,MGB Commercial Recycling,586641,Deliver 660LT RecycleCart,EA,0,0,0,0,0,Rear Lift,Recycling,24833,C&I,0,VRP
300,Lift On,300732,Tip P/Tonne 7.5M Bin (LO),TON,0,0,1,0,0,N/A,N/A,50367,C&I,0,VRP
456,Subcontractor MGB Clinical,459641,Deliver 64LT Clinical Bin,EA,0,0,0,0,0,N/A,N/A,74739,C&I,0,VRP
900,Miscellaneous,900088,Environmental Fee,EA,0,0,0,0,0,N/A,N/A,84451,Sale of Other,0,VRP
500,MGB Rear Lift,502400,Clear 240LT Cart,M3,0.24,0,1,1,1,Rear Lift,General Waste,56070,C&I,1,VRP
180,Front Lift Recycling,183000,Clear 3.0M Recycle Bin,M3,3,0,1,0,1,Front Lift,Recycling,59576,C&I,1,VRP
500,MGB Rear Lift,500110,Rent 1100LT Cart,EA,0,1,0,0,0,Rear Lift,General Waste,21621,C&I,0,VRP
600,MGB Co-Mingle,606641,Deliver 660LT Co-Mingle C,EA,0,0,0,0,0,Rear Lift,Co-Mingle,90714,C&I,0,VRP
350,Skips,350600,Clear 6.0M Skip Bin,M3,6,0,1,0,0,N/A,N/A,26734,C&I,1,VRP
630,MGB Bio Can Sharps,633200,Service 3.2LT Bio Sharps,M3,0.01,0,1,0,0,N/A,N/A,3638,C&I,1,VRP
100,Front Lift,101540,Repair 1.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,77862,C&I,0,VRP
180,Front Lift Recycling,181541,Deliver 1.5M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,80586,C&I,0,VRP
500,MGB Rear Lift,506610,Rent 660LT Cart,EA,0,1,0,0,0,Rear Lift,General Waste,53718,C&I,0,VRP
180,Front Lift Recycling,183040,Repair 3.0M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,82463,C&I,0,VRP
100,Front Lift,102042,Remove 2.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,61826,C&I,0,VRP
500,MGB Rear Lift,506642,Remove 660LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,65396,C&I,0,VRP
480,Subcontractor Miscellaneo,480124,Clear 1000LT IBC P/LTR,LTR,0,0,1,0,0,N/A,N/A,65046,C&I,1,VRP
500,MGB Rear Lift,500141,Deliver 1100LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,97023,C&I,0,VRP
730,Grease Trap,730056,Transportation P/Hour,HR,0,0,1,0,0,N/A,N/A,58671,Liquid,0,VRP
560,MGB Clinical,562000,Clear 20LT Clinical Bin,M3,0.02,0,1,0,0,N/A,N/A,92583,C&I,1,VRP
100,Front Lift,103042,Remove 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,72089,C&I,0,VRP
190,Front Lift Co-Mingle,191541,Deliver 1.5M Co-Mingle Bi,EA,0,0,0,0,0,Front Lift,Co-Mingle,81707,C&I,0,VRP
100,Front Lift,104500,Clear 4.5M Bin,M3,4.5,0,1,1,1,Front Lift,General Waste,65999,C&I,1,VRP
540,MGB Sharps,543000,Service 3.0LT Sharps Bin,M3,0.01,0,1,0,0,N/A,N/A,20084,C&I,1,VRP
100,Front Lift,103042,Remove 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,69540,C&I,0,VRP
100,Front Lift,100045,Bin Cleaning,EA,0,0,0,0,0,Front Lift,General Waste,27588,C&I,0,VRP
500,MGB Rear Lift,502472,Clear 240LT Cart Nil Chg,M3,0.24,0,1,0,0,Rear Lift,General Waste,3122,C&I,1,VRP
600,MGB Co-Mingle,601100,Clear 1100LT Co-Mingle Ca,M3,1.1,0,1,1,1,Rear Lift,Co-Mingle,82388,C&I,1,VRP
100,Front Lift,103040,Repair 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,38172,C&I,0,VRP
900,Miscellaneous,900074,Waste Plus(Excess Weight),EA,0,0,0,0,0,N/A,N/A,74378,Sale of Other,0,VRP
500,MGB Rear Lift,501100,Clear 1.1M Bin,M3,1.1,0,1,1,1,Rear Lift,General Waste,83154,C&I,1,VRP
300,Lift On,300441,Deliver 4.0M Bin (LO),EA,0,0,0,0,0,N/A,N/A,83949,C&I,0,VRP
600,MGB Co-Mingle,602400,Clear 240LT Co-Mingle Car,M3,0.24,0,1,1,1,Rear Lift,Co-Mingle,52265,C&I,1,VRP
555,MGB Refresh Hygienic,557281,Mth Charge Air Fresh Fan,EA,0,0,0,0,0,N/A,N/A,73108,C&I,0,VRP
300,Lift On,301132,Tip P/Tonne 11M Bin (LO),TON,0,0,1,0,0,N/A,N/A,60447,C&I,0,VRP
200,Roll On Roll Off,201572,Clear 15M Bin Nil Charge,M3,15,0,1,0,0,RORO,General Waste,56904,C&I,1,VRP
600,MGB Co-Mingle,606642,Remove 660LT Co-Mingle Ca,EA,0,0,0,0,0,Rear Lift,Co-Mingle,3127,C&I,0,VRP
710,Septic,710034,Tip P/LTR Septic,LTR,0,0,1,0,0,N/A,N/A,87048,Liquid,0,VRP
700,Liquid,709636,Tip P/Qty 205LT Drum,EA,0,0,1,0,0,N/A,N/A,90349,Liquid,0,VRP
300,Lift On,301233,Tip P/M3 12M Bin (LO),M3,0,0,1,0,0,N/A,N/A,54193,C&I,0,VRP
900,Miscellaneous,900101,Invoice Balance to JDE,EA,0,0,0,0,0,N/A,N/A,65226,Sale of Other,0,VRP
350,Skips,350272,Clear 2.0M Skip Nil Chg,M3,2,0,1,0,0,N/A,N/A,52023,C&I,1,VRP
500,MGB Rear Lift,506640,Repair 660LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,42030,C&I,0,VRP
580,MGB Commercial Recycling,582441,Deliver 240LT Recyc Cart,EA,0,0,0,0,0,Rear Lift,Recycling,79390,C&I,0,VRP
670,MGB Side Lift Recycling,672594,Rebate for Plastic,TON,0,0,1,0,0,N/A,N/A,38429,Rebate,0,VRP
300,Lift On,300456,Transportation P/Load,EA,0,0,1,0,0,N/A,N/A,87220,C&I,0,VRP
300,Lift On,300400,Clear 4.0M Bin (LO),M3,4,0,1,0,0,N/A,N/A,91630,C&I,1,VRP
240,Hook Lift,241041,Deliver 10M Bin (HL),EA,0,0,0,0,0,RORO,General Waste,62160,C&I,0,VRP
980,GST,980000,Goods and Service Tax,EA,0,0,0,0,0,N/A,N/A,77792,Sale of Other,0,VRP
200,Roll On Roll Off,201244,Relocate 12M Bin,EA,0,0,0,0,0,RORO,General Waste,14805,C&I,0,VRP
600,MGB Co-Mingle,609915,Fuel Surcharge Co-Mingle,EA,0,0,0,0,0,Rear Lift,Co-Mingle,86561,C&I,0,VRP
130,Front Lift Organic,133000,Clear 3.0M Organic Bin,M3,3,0,1,1,1,Front Lift,Organic,65890,C&I,1,VRP
500,MGB Rear Lift,502410,Rent 240LT Cart,EA,0,1,0,0,0,Rear Lift,General Waste,76714,C&I,0,VRP
240,Hook Lift,240052,Labour Hire P/Hour,HR,0,0,0,0,0,RORO,General Waste,52090,C&I,0,VRP
600,MGB Co-Mingle,601007,Clear Cust 1000LT Co-Ming,M3,1,0,1,1,1,Rear Lift,Co-Mingle,74326,C&I,1,VRP
100,Front Lift,102010,Rent 2.0M Bin,EA,0,1,0,0,0,Front Lift,General Waste,80473,C&I,0,VRP
100,Front Lift,103010,Rent 3.0M Bin,EA,0,1,0,0,0,Front Lift,General Waste,86267,C&I,0,VRP
500,MGB Rear Lift,509100,Clear 1000LT Cart,M3,1,0,1,1,1,Rear Lift,General Waste,63173,C&I,1,VRP
100,Front Lift,102000,Clear 2.0M Bin,M3,2,0,1,1,1,Front Lift,General Waste,61601,C&I,1,VRP
100,Front Lift,101541,Deliver 1.5M Bin,EA,0,0,0,0,0,Front Lift,General Waste,74268,C&I,0,VRP
300,Lift On,300941,Deliver 9.0M Bin (LO),EA,0,0,0,0,0,N/A,N/A,55725,C&I,0,VRP
180,Front Lift Recycling,181500,Clear 1.5M Recycle Bin,M3,1.5,0,1,0,1,Front Lift,Recycling,63524,C&I,1,VRP
480,Subcontractor Miscellaneo,480030,Tip P/Load Waste,EA,0,0,1,0,0,N/A,N/A,54294,C&I,0,VRP
100,Front Lift,103000,Clear 3.0M Bin,M3,3,0,1,1,1,Front Lift,General Waste,86071,C&I,1,VRP
750,Environmental Services,750021,Clr Hazardous Waste P/KG,KG,0,0,1,0,0,N/A,N/A,80410,Liquid,0,VRP
700,Liquid,700034,Tip P/LTR Liquid,LTR,0,0,1,0,0,N/A,N/A,59091,Liquid,0,VRP
100,Front Lift,103040,Repair 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,21353,C&I,0,VRP
730,Grease Trap,730024,Grease Trap Service P/LTR,LTR,0,0,1,0,0,N/A,N/A,68226,Liquid,0,VRP
100,Front Lift,100040,Repair Bin,EA,0,0,0,0,0,Front Lift,General Waste,38773,C&I,0,VRP
580,MGB Commercial Recycling,582341,Deliver 240LT PapRec Cart,EA,0,0,0,0,0,Rear Lift,Recycling,90049,C&I,0,VRP
150,Front Lift Clean Up,153041,Deliver 3.0M Clean Up Bin,EA,0,0,0,0,0,N/A,N/A,55296,C&I,0,VRP
900,Miscellaneous,900090,Credit Adjustment,ADJ,0,0,0,0,0,N/A,N/A,91205,Sale of Other,0,VRP
200,Roll On Roll Off,201542,Remove 15M Bin,EA,0,0,0,0,0,RORO,General Waste,17323,C&I,0,VRP
100,Front Lift,103043,Exchange 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,63219,C&I,0,VRP
200,Roll On Roll Off,200310,Rent 3.0M Bin,EA,0,1,0,0,0,RORO,General Waste,24700,C&I,0,VRP
100,Front Lift,101511,Rent Monthly 1.5M Bin,EA,0,1,0,0,0,Front Lift,General Waste,43502,C&I,0,VRP
560,MGB Clinical,560055,Charge Attendance,EA,0,0,0,0,0,N/A,N/A,55307,C&I,0,VRP
900,Miscellaneous,900100,Late Payment Fee - GST,EA,0,0,0,0,0,N/A,N/A,32243,Sale of Other,0,VRP
180,Front Lift Recycling,181100,Clear 1.1M Recycle Bin,M3,1.1,0,1,0,1,Front Lift,Recycling,66679,C&I,1,VRP
580,MGB Commercial Recycling,581100,Clear 1100LT Recycle Cart,M3,1.1,0,1,0,1,Rear Lift,Recycling,86476,C&I,1,VRP
473,Subcontractor Grease Trap,473024,Grease Trap Service P/LTR,LTR,0,0,1,0,0,N/A,N/A,84736,C&I,0,VRP
300,Lift On,300500,Clear 5.0M Bin (LO),M3,5,0,1,0,0,N/A,N/A,88456,C&I,1,VRP
100,Front Lift,103007,Clear Customer 3.0M Bin,M3,3,0,1,1,1,Front Lift,General Waste,68957,C&I,1,VRP
350,Skips,351500,Clear 15M Skip Bin,M3,15,0,1,0,0,N/A,N/A,33708,C&I,1,VRP
280,Roll On Roll Off Recyclin,283032,Tip P/Tonne 30M Recycle,TON,0,0,1,0,0,RORO,Recycling,84312,C&I,0,VRP
480,Subcontractor Miscellaneo,480056,Transportation P/Hour,HR,0,0,1,0,0,N/A,N/A,77700,C&I,0,VRP
200,Roll On Roll Off,201542,Remove 15M Bin,EA,0,0,0,0,0,RORO,General Waste,13694,C&I,0,VRP
240,Hook Lift,242341,Deliver 23M Bin (HL),EA,0,0,0,0,0,RORO,General Waste,59836,C&I,0,VRP
992,Adjustments,998000,Transfer Father A/C - GST,EA,0,0,0,0,0,N/A,N/A,55919,Sale of Other,0,VRP
580,MGB Commercial Recycling,582400,Clear 240LT Recycle Cart,M3,0.24,0,1,0,1,Rear Lift,Recycling,34657,C&I,1,VRP
992,Adjustments,999942,Reallocation Jnl DR,EA,0,0,0,0,0,N/A,N/A,90874,Sale of Other,0,VRP
700,Liquid,700049,Sundry Item,EA,0,0,0,0,0,N/A,N/A,63494,Liquid,0,VRP
240,Hook Lift,241532,Tip P/Tonne 15M Bin (HL),TON,0,0,1,0,0,RORO,General Waste,72599,C&I,0,VRP
473,Subcontractor Grease Trap,473024,Grease Trap Service P/LTR,LTR,0,0,1,0,0,N/A,N/A,52047,C&I,0,VRP
100,Front Lift,100090,Credit Adjustment,ADJ,0,0,0,0,0,Front Lift,General Waste,1612,C&I,0,VRP
500,MGB Rear Lift,501241,Deliver 120LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,65785,C&I,0,VRP
600,MGB Co-Mingle,601141,Deliver 1100LT Co-Mingle,EA,0,0,0,0,0,Rear Lift,Co-Mingle,91167,C&I,0,VRP
500,MGB Rear Lift,501107,Clear Customer 1.1M Bin,M3,1.1,0,1,1,1,Rear Lift,General Waste,65115,C&I,1,VRP
350,Skips,352541,Deliver 2.5M Skip Bin,EA,0,0,0,0,0,N/A,N/A,88690,C&I,0,VRP
350,Skips,350872,Clear 8.0M Skip Nil Chg,M3,8,0,1,0,0,N/A,N/A,51219,C&I,1,VRP
100,Front Lift,103042,Remove 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,90788,C&I,0,VRP
180,Front Lift Recycling,181500,Clear 1.5M Recycle Bin,M3,1.5,0,1,0,1,Front Lift,Recycling,51574,C&I,1,VRP
650,MGB Pathological\Infectio,651441,Deliver 1.4LT P&I Sharps,EA,0,0,0,0,0,N/A,N/A,3387,C&I,0,VRP
180,Front Lift Recycling,183000,Clear 3.0M Recycle Bin,M3,3,0,1,0,1,Front Lift,Recycling,34781,C&I,1,VRP
730,Grease Trap,730072,Grease Trap Serv Nil Chg,EA,0,0,1,0,0,N/A,N/A,52408,Liquid,0,VRP
570,MGB Confidential,572400,Clear 240LT Conf Cart,M3,0.24,0,1,0,0,N/A,N/A,15835,C&I,1,VRP
530,MGB Green Waste/Organics,536700,Clear 660LT Organics,M3,0.66,0,1,1,1,Rear Lift,Organic,76104,C&I,1,VRP
100,Front Lift,100090,Credit Adjustment,ADJ,0,0,0,0,0,Front Lift,General Waste,60574,C&I,0,VRP
500,MGB Rear Lift,506610,Rent 660LT Cart,EA,0,1,0,0,0,Rear Lift,General Waste,52406,C&I,0,VRP
100,Front Lift,104511,Rent Monthly 4.5M Bin,EA,0,1,0,0,0,Front Lift,General Waste,36544,C&I,0,VRP
100,Front Lift,102011,Rent Monthly 2.0M Bin,EA,0,1,0,0,0,Front Lift,General Waste,60334,C&I,0,VRP
570,MGB Confidential,572410,Rent 240LT Conf Cart,EA,0,1,0,0,0,N/A,N/A,60741,C&I,0,VRP
500,MGB Rear Lift,502441,Deliver 240LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,72778,C&I,0,VRP
600,MGB Co-Mingle,601141,Deliver 1100LT Co-Mingle,EA,0,0,0,0,0,Rear Lift,Co-Mingle,56864,C&I,0,VRP
570,MGB Confidential,572442,Remove 240LT Conf Cart,EA,0,0,0,0,0,N/A,N/A,51827,C&I,0,VRP
350,Skips,350055,Charge Attendance,EA,0,0,0,0,0,N/A,N/A,33222,C&I,0,VRP
730,Grease Trap,730050,Grease Trap Serv P/Hour,HR,0,0,1,0,0,N/A,N/A,62563,Liquid,0,VRP
640,MGB Beckton & Dickenson S,647800,Service 7.8LT B&D Sharps,M3,0.01,0,1,0,0,N/A,N/A,40665,C&I,1,VRP
180,Front Lift Recycling,181500,Clear 1.5M Recycle Bin,M3,1.5,0,1,0,1,Front Lift,Recycling,74335,C&I,1,VRP
730,Grease Trap,730034,Tip P/LTR Grease Trap,LTR,0,0,1,0,0,N/A,N/A,74846,Liquid,0,VRP
190,Front Lift Co-Mingle,191507,Clear Cust 1.5M Co-Mingle,M3,1.5,0,1,1,1,Front Lift,Co-Mingle,84430,C&I,1,VRP
100,Front Lift,101100,Clear 1.1M Bin,M3,1.1,0,1,1,1,Front Lift,General Waste,33584,C&I,1,VRP
350,Skips,350610,Rent 6.0M Skip Bin,EA,0,1,0,0,0,N/A,N/A,1253,C&I,0,VRP
510,MGB Commercial Refuse,512471,Extra Clear 240LT Cart,EA,0,0,0,0,0,N/A,N/A,54384,C&I,0,VRP
560,MGB Clinical,562441,Deliver 240LT Clinical Bi,EA,0,0,0,0,0,N/A,N/A,15834,C&I,0,VRP
580,MGB Commercial Recycling,582441,Deliver 240LT Recyc Cart,EA,0,0,0,0,0,Rear Lift,Recycling,71741,C&I,0,VRP
600,MGB Co-Mingle,602400,Clear 240LT Co-Mingle Car,M3,0.24,0,1,1,1,Rear Lift,Co-Mingle,74894,C&I,1,VRP
240,Hook Lift,241841,Deliver 18M Bin (HL),EA,0,0,0,0,0,RORO,General Waste,88242,C&I,0,VRP
300,Lift On,300642,Remove 6.0M Bin (LO),EA,0,0,0,0,0,N/A,N/A,55942,C&I,0,VRP
600,MGB Co-Mingle,600003,Waste In Bin On Exchange,M3,1,0,1,0,0,Rear Lift,Co-Mingle,69485,C&I,1,VRP
200,Roll On Roll Off,201532,Tip P/Tonne 15M Bin,TON,0,0,1,0,0,RORO,General Waste,61124,C&I,0,VRP
180,Front Lift Recycling,183043,Exchange 3.0M Recycle Bin,EA,0,0,0,0,0,Front Lift,Recycling,77898,C&I,0,VRP
200,Roll On Roll Off,201532,Tip P/Tonne 15M Bin,TON,0,0,1,0,0,RORO,General Waste,29226,C&I,0,VRP
180,Front Lift Recycling,184572,Clear 4.5M Rec Nil Charge,M3,4.5,0,1,0,0,Front Lift,Recycling,8331,C&I,1,VRP
100,Front Lift,103044,Relocate 3.0M Bin,EA,0,0,0,0,0,Front Lift,General Waste,88887,C&I,0,VRP
473,Subcontractor Grease Trap,473050,Grease Trap Serv P/Hour,HR,0,0,1,0,0,N/A,N/A,54855,C&I,0,VRP
250,Hook Lift Packer,252332,Tip P/Tonne 23M Packer,TON,0,0,1,0,0,RORO,General Waste,86606,C&I,0,VRP
456,Subcontractor MGB Clinical,456441,Deliver 240LT Clinical Bi,EA,0,0,0,0,0,N/A,N/A,74523,C&I,0,VRP
300,Lift On,300233,Tip P/M3 2.0M Bin (LO),M3,0,0,1,0,0,N/A,N/A,57466,C&I,0,VRP
200,Roll On Roll Off,202032,Tip P/Tonne 20M Bin,TON,0,0,1,0,0,RORO,General Waste,64073,C&I,0,VRP
350,Skips,350433,Tip P/M3 4.0M Skip,M3,0,0,1,0,0,N/A,N/A,80121,C&I,0,VRP
100,Front Lift,100048,Bars \ Locks \ Keys,EA,0,0,0,0,0,Front Lift,General Waste,81406,C&I,0,VRP
100,Front Lift,100003,Waste In Bin On Exchange,M3,1,0,1,0,0,Front Lift,General Waste,87160,C&I,1,VRP
730,Grease Trap,730072,Grease Trap Serv Nil Chg,EA,0,0,1,0,0,N/A,N/A,52715,Liquid,0,VRP
600,MGB Co-Mingle,602400,Clear 240LT Co-Mingle Car,M3,0.24,0,1,1,1,Rear Lift,Co-Mingle,5839,C&I,1,VRP
500,MGB Rear Lift,502441,Deliver 240LT Cart,EA,0,0,0,0,0,Rear Lift,General Waste,61955,C&I,0,VRP
350,Skips,350600,Clear 6.0M Skip Bin,M3,6,0,1,0,0,N/A,N/A,58223,C&I,1,VRP
