Account_ANZSIC,WPF_Flag,LPF_Flag,OCF_Flag,PIF_Flag,Lead_Source,Payment_Terms,EVF_Flag,Weekend_Surcharge_Flag,Account_Number,Area,Banding,Billing_Cycle,Group_Code,Site_Address_City,Site_Address_Postcode,Account_Start_Date,Account_Start_Month_Date,Billing_Address_State,Account_Status,Account_Type,VRP_Instance,VRP_Industrial_Municipal,Paper_Invoice_Billing_Cycle_Flag,SK_Customer,Account_Stop_Date,Account_Restart_Date,Account_Suspend_Date,Account_Stop_Month_Date,Account_Restart_Month_Date,Account_Suspend_Month_Date,Sub_Banding,Account_User_Number,Billing_Address_Postcode,SK_Account_Restart_Date,SK_Account_Restart_Month_Date,SK_Account_Start_Date,SK_Account_Start_Month_Date,SK_Account_Stop_Date,SK_Account_Stop_Month_Date,SK_Account_Suspend_Date,SK_Account_Suspend_Month_Date,Source_System,Accountable_Territory_Manager_Code,Uprate_Category,Company_ID,ANZSIC_Division,ANZSIC_Subdivision,ANZSIC_Group,Futile_Reason_Code,Area_Depot_Description,Site_ID,Is_Contracted,Is_NewBusiness
C133,0,1,0,1,E,14,1,0,28492424,VBL,SME,M4E,GEN,BALLARAT,3350,2016-10-10,2016-10-01,VIC,L,D,824,I,0,1385636,2019-01-31,NULL,2017-06-15,2019-01-01,NULL,2017-06-01,SME,NULL,3350,NULL,NULL,20161010,20161001,20190131,20190101,20170615,20170601,VRP,3224,GEN,23,Manufacturing,"Textile, Leather, Clothing and Footwear Manufacturing",Textile Product Manufacturing,"B,BN,CO,G,L,SH,SL,SO,WA",Ballarat,NULL,NULL,0
NULL,0,0,0,1,V,30,0,0,48966301,SSW,SME,M4O,GEN,TUSMORE,5065,2020-02-07,2020-02-01,SA,C,T,360,I,0,297710,2020-07-24,NULL,NULL,2020-07-01,NULL,NULL,SME,NULL,5065,NULL,NULL,20200207,20200201,20200724,20200701,NULL,NULL,VRP,5510,LOC,10,NULL,NULL,NULL,NULL,Southern Adelaide Welland,NULL,NULL,0
A011,0,0,0,1,E,30,0,0,80319354,VSE,Mid Market,M9E,SEY,SEYMOUR,3660,2017-09-07,2017-09-01,VIC,C,T,824,I,0,850849,2020-06-10,2020-05-27,NULL,2020-06-01,2020-05-01,NULL,Mid Market,NULL,3658,20200527,20200501,20170907,20170901,20200610,20200601,NULL,NULL,VRP,3748,GEN,23,"Agriculture, Forestry and Fishing",Agriculture,Nursery and Floriculture Production,NULL,Seymour,NULL,NULL,0
F333,0,0,0,0,T,30,0,0,10345058,QTO,National,RNF,CRD,IDALIA,4811,2018-08-20,2018-08-01,QLD,A,INP,125,I,0,617625,NULL,NULL,NULL,NULL,NULL,NULL,National,NULL,4014,NULL,NULL,20180820,20180801,NULL,NULL,NULL,NULL,VRP,1528,NAT,2,Wholesale Trade,Basic Material Wholesaling,Timber and Hardware Goods Wholesaling,NULL,Townsville,FBU554,NULL,0
NULL,0,1,0,1,E,30,0,0,32860780,VTN,Inside Sales,MEO,GEN,HOPPERS CROSSING,3029,2010-07-01,2010-07-01,VIC,D,D,345,I,0,1675503,2019-10-28,NULL,2019-05-24,2019-10-01,NULL,2019-05-01,Inside Sales,NULL,3144,NULL,NULL,20100701,20100701,20191028,20191001,20190524,20190501,VRP,1219,F1Y,8,NULL,NULL,NULL,"B,BN,CO,SO,SH,WA,L,SL,G",Metro Northern,NULL,NULL,0
F360,0,1,0,0,T,14,0,0,18817913,NNC,Inside Sales,MEO,GEN,SANDGATE,2304,2019-07-01,2019-07-01,NSW,C,D,320,I,0,3866637,2020-09-29,NULL,NULL,2020-09-01,NULL,NULL,Inside Sales,998046,2322,NULL,NULL,20190701,20190701,20200929,20200901,NULL,NULL,VRP,2318,GEN,6,Wholesale Trade,"Grocery, Liquor and Tobacco Product Wholesaling","Grocery, Liquor and Tobacco Product Wholesaling","B,BN,CO,G,L,SH,SL,SO,WA",Newcastle,NULL,NULL,0
C118,1,1,0,0,M,30,1,0,48911554,SRV,SME,MEI,GEN,RENMARK,5341,2018-12-18,2018-12-01,SA,C,D,360,I,0,273753,2019-07-30,NULL,NULL,2019-07-01,NULL,NULL,SME,NULL,5341,NULL,NULL,20181218,20181201,20190730,20190701,NULL,NULL,VRP,5223,GEN,10,Manufacturing,Food Product Manufacturing,Sugar and Confectionery Manufacturing,"B,BN,CO,G,L,P,SH,SL,SO,WA",Riverland,NULL,NULL,0
NULL,1,1,1,1,N,14,1,0,80815676,VAA,Inside Sales,MEC,GEN,ST KILDA EAST,3183,2020-12-15,2020-12-01,VIC,C,T,345,I,0,4539144,2021-06-03,NULL,NULL,2021-06-01,NULL,NULL,Inside Sales,NULL,3194,NULL,NULL,20201215,20201201,20210603,20210601,NULL,NULL,VRP,1351,GEN,8,NULL,NULL,NULL,"B,BN,CO,G,SL,SH,SO,L,WA",Cleanskip Vic,NULL,NULL,0
J552,1,1,1,1,C,130,0,0,48777669,SWH,SME,MEI,GEN,WHYALLA,5600,2016-02-10,2016-02-01,SA,S,D,360,I,0,309588,NULL,NULL,2021-04-23,NULL,NULL,2021-04-01,SME,NULL,5600,NULL,NULL,20160210,20160201,NULL,NULL,20210423,20210401,VRP,5202,GEN,10,Information Media and Telecommunications,Motion Picture and Sound Recording Activities,Sound Recording and Music Publishing,"B,BN,CO,G,L,P,SH,SL,SO,WA,",Whyalla,NULL,0,0
NULL,0,0,0,0,TFA,30,0,0,73371763,WGT,Inside Sales,MSI,L30,WEBBERTON,6530,2019-12-01,2019-12-01,WA,A,C,170,I,0,748028,NULL,NULL,NULL,NULL,NULL,NULL,TFA,NULL,6530,NULL,NULL,20191201,20191201,NULL,NULL,NULL,NULL,VRP,6744,GEN,4,NULL,NULL,NULL,NULL,Geraldton,NULL,0,0
NULL,1,1,1,1,V,130,0,0,27751853,NGF,SME,MEW,GEN,HANWOOD,2680,2011-04-14,2011-04-01,NSW,A,D,804,I,0,767589,NULL,NULL,NULL,NULL,NULL,NULL,SME,W10085389,2680,NULL,NULL,20110414,20110401,NULL,NULL,NULL,NULL,VRP,2328,GEN,21,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Griffith,NULL,0,0
M695,0,0,0,0,T,130,0,0,80764920,VTN,Mid Market,MSO,PDV,TARNEIT,3029,2019-12-01,2019-12-01,VIC,A,A,345,I,0,4587969,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,3008,NULL,NULL,20191201,20191201,NULL,NULL,NULL,NULL,VRP,3015,STA,8,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",Market Research and Statistical Services,",B,BN,CO,G,L,SH,SL,SO,WA,",Metro Northern,NULL,1,0
NULL,1,1,1,1,E,14,0,1,82090420,QBR,Mid Market,MSO,G55,GEEBUNG,4034,2021-07-12,2021-07-01,QLD,A,A,110,I,0,4285773,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,4101,NULL,NULL,20210712,20210701,NULL,NULL,NULL,NULL,VRP,2016,GEN,1,NULL,NULL,NULL,",B,BN,CO,G,L,SH,SL,SO,WA,M",Brisbane North C&I,NULL,1,0
M695,1,1,1,1,E,14,0,0,80453525,VBL,Mid Market,M4E,CSH,SPARGO CREEK,3461,2021-06-22,2021-06-01,VIC,C,T,824,I,0,3666328,2021-07-22,NULL,NULL,2021-07-01,NULL,NULL,Mid Market,NULL,3342,NULL,NULL,20210622,20210601,20210722,20210701,NULL,NULL,VRP,3224,GEN,23,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",Market Research and Statistical Services,NULL,Ballarat,NULL,NULL,0
R911,0,0,0,1,N,0,0,0,48899640,SSW,Mid Market,W2O,GEN,MORPHETT VALE,5162,2018-09-27,2018-09-01,SA,C,ST,360,I,0,926713,2020-11-06,NULL,NULL,2020-11-01,NULL,NULL,Mid Market,NULL,5162,NULL,NULL,20180927,20180901,20201106,20201101,NULL,NULL,VRP,5500,GEN,10,Arts and Recreation Services,Sports and Recreation Activities,Sports and Physical Recreation Activities,NULL,Southern Adelaide Welland,NULL,NULL,0
G412,0,1,1,1,C,14,1,1,80586440,NEP,Inside Sales,MEO,GEN,ALEXANDRIA,2015,2020-11-18,2020-11-01,NSW,A,D,310,I,0,4461121,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,2015,NULL,NULL,20201118,20201101,NULL,NULL,NULL,NULL,VRP,2327,F1Y,5,Retail Trade,Food Retailing,Specialised Food Retailing,",B,BN,CO,G,L,SH,SL,SO,WA,",Erskine Park,NULL,1,0
G400,0,0,0,0,E,160,0,0,18777021,NNC,Mid Market,MEO,BEA,MAYFIELD WEST,2304,2015-12-11,2015-12-01,NSW,A,B,320,I,0,4436712,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,2304,NULL,NULL,20151211,20151201,NULL,NULL,NULL,NULL,VRP,3015,STA,6,Retail Trade,Fuel Retailing,Fuel Retailing,"B,BN,CO,G,L,SH,SL,SO,WA",Newcastle,NULL,0,0
O771,0,0,0,0,N,130,0,0,10391946,QMK,Mid Market,MEO,DHS,NORTH MACKAY,4740,2021-06-25,2021-06-01,QLD,A,A,125,I,0,3667107,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,4207,NULL,NULL,20210625,20210601,NULL,NULL,NULL,NULL,VRP,NULL,LOC,2,Public Administration and Safety,"Public Order, Safety and Regulatory Services",Public Order and Safety Services,"B,BN,CO,G,L,SH,SL,SO,WA,M",Mackay,NULL,0,0
C201,0,0,0,1,V,NULL,0,0,73024479,WMA,Mid Market,ME2,VRC,WEST PERTH,6005,2012-12-05,2012-12-01,VIC,Z,B,170,I,0,474849,2017-11-07,NULL,NULL,2017-11-01,NULL,NULL,Mid Market,0000114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,4,Manufacturing,Non-Metallic Mineral Product Manufacturing,Glass and Glass Product Manufacturing,NULL,Malaga,NULL,NULL,0
B060,1,1,1,1,C,14,1,0,18816744,NWY,SME,MEO,GEN,BUSHELLS RIDGE,2259,2019-06-05,2019-06-01,NSW,A,D,320,I,0,3715794,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,2259,NULL,NULL,20190605,20190601,NULL,NULL,NULL,NULL,VRP,2335,GEN,6,Mining,Coal Mining,Coal Mining,",B,BN,CO,G,L,SH,SL,SO,WA,",Wyong,NULL,0,0
NULL,0,0,0,0,SWR,130,0,0,80402967,VWB,Inside Sales,MWO,GEN,STRATHKELLAR,3301,2020-07-01,2020-07-01,VIC,A,D,824,I,1,1314186,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,3301,NULL,NULL,20200701,20200701,NULL,NULL,NULL,NULL,VRP,3754,GEN,23,NULL,NULL,NULL,NULL,Warrnambool,NULL,1,0
E301,0,1,0,0,A,NULL,0,0,18330418,QBC,SME,M2O,GEN,SOUTH BRISBANE,4101,2018-02-13,2018-02-01,QLD,C,ST,110,I,1,747807,2018-11-06,NULL,NULL,2018-11-01,NULL,NULL,SME,FUSCEX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,1,Construction,Building Construction,Residential Building Construction,NULL,Brisbane C&D,NULL,NULL,0
E301,1,1,1,1,E,30,1,1,82109510,QSS,NULL,MEC,GEN,SOUTH BRISBANE,4101,2021-10-01,2021-10-01,QLD,I,ITB,110,I,0,3683128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FUSCEX,4101,NULL,NULL,20211001,20211001,NULL,NULL,NULL,NULL,VRP,4289,GEN,1,Construction,Building Construction,Residential Building Construction,",B,BN,CO,G,L,SH,SL,SO,WA,",SmartSkip,NULL,NULL,0
J570,1,1,1,1,C,130,0,0,19308878,NEP,Inside Sales,MEO,GEN,PARRAMATTA,2150,2011-07-01,2011-07-01,NSW,A,D,310,I,0,1984496,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,2150,NULL,NULL,20110701,20110701,NULL,NULL,NULL,NULL,VRP,1356,GEN,5,Information Media and Telecommunications,Internet Publishing and Broadcasting,Internet Publishing and Broadcasting,"B,BN,CO,G,L,SH,SL,SO,WA",Erskine Park,NULL,0,0
C151,0,0,0,0,T,130,0,0,80384924,VGL,National,M2G,OPA,BELL PARK,3215,2020-05-01,2020-05-01,VIC,A,RCT,824,I,0,898243,NULL,NULL,NULL,NULL,NULL,NULL,National,ALD3140,3018,NULL,NULL,20200501,20200501,NULL,NULL,NULL,NULL,VRP,1523,NAT,23,Manufacturing,"Pulp, Paper and Converted Paper Product Manufacturing","Pulp, Paper and Paperboard Manufacturing",NULL,Geelong,NULL,NULL,0
H451,1,1,1,1,C,14,1,0,27895922,NCB,SME,MEO,GEN,BRADDON,2612,2016-06-17,2016-06-01,ACT,A,C,804,I,0,2194060,NULL,NULL,NULL,NULL,NULL,NULL,SME,RECHARGE,2612,NULL,NULL,20160617,20160601,NULL,NULL,NULL,NULL,VRP,2306,GEN,21,Accommodation and Food Services,Food and Beverage Services,"Cafes, Restaurants and Takeaway Food Services","B,BN,CO,G,L,SH,SL,SO,WA",Canberra,NULL,0,0
S941,1,1,1,1,A,14,1,0,10331501,QRN,SME,MEO,GEN,PORT CURTIS,4700,2017-06-29,2017-06-01,QLD,A,D,125,I,0,4056690,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,4700,NULL,NULL,20170629,20170601,NULL,NULL,NULL,NULL,VRP,4283,GEN,2,Other Services,Repair and Maintenance,Automotive Repair and Maintenance,"B,BN,CO,G,L,SH,SL,SO,WA",Rockhampton,NULL,0,0
H452,0,0,0,0,E,NULL,0,0,73159996,WMA,SME,ME2,GEN,NORTHBRIDGE,6003,2015-04-30,2015-04-01,WA,Z,D,170,I,0,368189,2017-08-29,NULL,2017-08-18,2017-08-01,NULL,2017-08-01,SME,73033496,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,4,Accommodation and Food Services,Food and Beverage Services,"Pubs, Taverns and Bars",NULL,Malaga,NULL,NULL,0
H440,0,1,1,1,E,14,0,0,53967851,WSW,NULL,BME,T00,AUSTRALIND,6233,2021-11-08,2021-11-01,WA,A,C,735,I,0,4077494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6233,NULL,NULL,20211108,20211101,NULL,NULL,NULL,NULL,VRP,6284,GEN,18,Accommodation and Food Services,Accommodation,Accommodation,"B,BN,CO,G,L,SH,SL,SO,WA",South West Waste,NULL,1,0
P802,0,1,0,0,T,14,0,0,18823545,NNC,Inside Sales,MEO,GEN,EAST MAITLAND,2323,2019-07-01,2019-07-01,NSW,A,C,320,I,0,4631668,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,998884,2323,NULL,NULL,20190701,20190701,NULL,NULL,NULL,NULL,VRP,2318,GEN,6,Education and Training,Preschool and School Education,School Education,"B,BN,CO,G,L,SH,SL,SO,WA",Newcastle,NULL,1,0
E301,0,0,0,0,TFA,30,0,0,60298263,TDW,SME,MEO,GEN,COCONUT GROVE,0810,2019-08-01,2019-08-01,NT,C,D,375,I,0,523066,2021-02-25,NULL,2020-01-24,2021-02-01,NULL,2020-01-01,SME,NULL,0814,NULL,NULL,20190801,20190801,20210225,20210201,20200124,20200101,VRP,8215,GEN,13,Construction,Building Construction,Residential Building Construction,NULL,Darwin,NULL,NULL,0
E329,1,1,1,1,M,14,1,0,53960697,WMU,SME,ME2,GEN,DAWESVILLE,6211,2021-05-07,2021-05-01,WA,A,D,735,I,0,3658717,NULL,NULL,NULL,NULL,NULL,NULL,SME,53688607,6229,NULL,NULL,20210507,20210501,NULL,NULL,NULL,NULL,VRP,6281,GEN,18,Construction,Construction Services,Other Construction Services,"B,BN,CO,G,L,SH,SL,SO,WA",Mandurah Ind South,NULL,0,0
NULL,1,1,1,1,U,14,1,0,28281054,VAL,SME,M5E,GEN,TABLE TOP,2640,2010-10-26,2010-10-01,NSW,A,C,824,I,0,3995595,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,2641,NULL,NULL,20101026,20101001,NULL,NULL,NULL,NULL,VRP,3234,GEN,23,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Albury,NULL,0,0
F333,1,1,1,1,E,30,0,0,48895649,SSW,SME,MEI,GEN,O'HALLORAN HILL,5158,2018-08-30,2018-08-01,SA,C,T,360,I,0,1865782,2018-09-07,NULL,NULL,2018-09-01,NULL,NULL,SME,NULL,5160,NULL,NULL,20180830,20180801,20180907,20180901,NULL,NULL,VRP,5510,GEN,10,Wholesale Trade,Basic Material Wholesaling,Timber and Hardware Goods Wholesaling,"B,BN,CO,G,L,P,SH,SL,SO,WA",Southern Adelaide Welland,NULL,NULL,0
I490,0,1,0,0,N,14,0,0,80355847,VMO,Mid Market,W11,CSH,MORWELL,3840,2019-02-20,2019-02-01,VIC,C,ST,824,I,0,447025,2019-05-03,NULL,NULL,2019-05-01,NULL,NULL,Mid Market,NULL,3880,NULL,NULL,20190220,20190201,20190503,20190501,NULL,NULL,VRP,3286,GEN,23,"Transport, Postal and Warehousing",Air and Space Transport,Air and Space Transport,"B,BN,CO,G,L,SH,SL,SO,WA",Morwell,NULL,NULL,0
NULL,0,0,0,1,N,14,0,0,48719087,SRA,Mid Market,M4O,048,THEBARTON,5031,2012-10-23,2012-10-01,SA,A,A,360,I,0,4173844,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,5162,NULL,NULL,20121023,20121001,NULL,NULL,NULL,NULL,VRP,5716,COMP,10,NULL,NULL,NULL,"B,BN,CO,G,L,P,SH,SL,SO,WA",Remove All Org,NULL,1,0
H453,1,1,1,1,N,14,1,0,80577722,NEP,Inside Sales,MEO,GEN,NEWTOWN,2042,2020-07-27,2020-07-01,NSW,A,D,310,I,0,4426960,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,2042,NULL,NULL,20200727,20200701,NULL,NULL,NULL,NULL,VRP,1328,GEN,5,Accommodation and Food Services,Food and Beverage Services,Clubs (Hospitality),",B,BN,CO,G,L,SH,SL,SO,WA,",Erskine Park,NULL,1,0
NULL,1,1,1,1,V,14,1,0,73329846,WMS,SME,COD,GEN,BRIGADOON,6069,2018-12-03,2018-12-01,WA,Z,D,170,I,0,1960571,2019-06-30,NULL,NULL,2019-06-01,NULL,NULL,SME,ROS009,6936,NULL,NULL,20181203,20181201,20190630,20190601,NULL,NULL,VRP,6501,GEN,4,NULL,NULL,NULL,NULL,Multiskips,NULL,NULL,0
H451,1,1,1,1,C,14,1,0,48795668,SPA,Inside Sales,MEI,GEN,MURRAY BRIDGE,5253,2017-01-27,2017-01-01,SA,L,D,360,I,0,1509148,2019-10-02,NULL,2018-08-23,2019-10-01,NULL,2018-08-01,Inside Sales,NULL,5253,NULL,NULL,20170127,20170101,20191002,20191001,20180823,20180801,VRP,1210,GEN,10,Accommodation and Food Services,Food and Beverage Services,"Cafes, Restaurants and Takeaway Food Services","B,BN,CO,G,L,P,SH,SL,SO,WA",Port Adelaide,NULL,NULL,0
NULL,1,1,1,1,N,14,1,0,10375821,QMB,Inside Sales,MEO,GEN,MAREEBA,4880,2020-02-20,2020-02-01,QLD,A,C,125,I,0,3954429,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,4872,NULL,NULL,20200220,20200201,NULL,NULL,NULL,NULL,VRP,4305,GEN,2,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA,M",Mareeba,NULL,1,0
NULL,1,1,0,1,E,30,1,0,53926507,WSW,SME,BMP,GEN,WATERLOO,6228,2018-11-29,2018-11-01,NSW,Z,D,735,I,1,821885,2019-02-28,NULL,NULL,2019-02-01,NULL,NULL,SME,53668569,2001,NULL,NULL,20181129,20181101,20190228,20190201,NULL,NULL,VRP,6274,GEN,18,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",South West Waste,NULL,NULL,0
NULL,0,0,0,0,V,30,0,0,76186363,VNP,SME,MEN,GEN,SORRENTO,3943,2017-07-01,2017-07-01,VIC,Z,INP,347,I,0,629954,2017-12-12,NULL,2017-11-25,2017-12-01,NULL,2017-11-01,SME,ST LITTER,3931,NULL,NULL,20170701,20170701,20171212,20171201,20171125,20171101,VRP,3748,GEN,9,NULL,NULL,NULL,NULL,Nepean Waste,NULL,NULL,0
Q860,0,0,0,0,C,45,0,0,27876920,NWP,Mid Market,MEG,SES,EDEN,2551,2015-09-01,2015-09-01,NSW,A,A,804,I,0,1706245,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,2164,NULL,NULL,20150901,20150901,NULL,NULL,NULL,NULL,VRP,NULL,COMP,21,Health Care and Social Assistance,Residential Care Services,Residential Care Services,NULL,Bega,NULL,0,0
Q853,0,1,0,1,A,14,1,0,27975115,NWW,SME,MEW,GEN,SAN ISIDORE,2650,2019-08-21,2019-08-01,NSW,C,D,804,I,0,138437,2020-12-21,NULL,NULL,2020-12-01,NULL,NULL,SME,NULL,2650,NULL,NULL,20190821,20190801,20201221,20201201,NULL,NULL,VRP,2328,GEN,21,Health Care and Social Assistance,Medical and Other Health Care Services,Allied Health Services,"B,BN,CO,G,L,SH,SL,SO,WA",Wagga Wagga,NULL,NULL,0
E329,1,1,0,1,N,14,1,0,48772192,SPA,Inside Sales,MEI,GEN,KILKENNY,5009,2015-10-08,2015-10-01,SA,A,D,360,I,0,4266403,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,5009,NULL,NULL,20151008,20151001,NULL,NULL,NULL,NULL,VRP,1354,GEN,10,Construction,Construction Services,Other Construction Services,"B,BN,CO,G,L,P,SH,SL,SO,WA",Port Adelaide,NULL,1,0
G412,1,1,0,0,A,14,1,0,33083259,VTN,Inside Sales,MEO,GEN,LAVERTON,3028,2017-07-14,2017-07-01,VIC,Z,D,345,I,0,59898,2018-10-05,NULL,NULL,2018-10-01,NULL,NULL,Inside Sales,NULL,3028,NULL,NULL,20170714,20170701,20181005,20181001,NULL,NULL,VRP,1219,GEN,8,Retail Trade,Food Retailing,Specialised Food Retailing,"B,BN,CO,G,SL,SH,SO,L,WA",Metro Northern,NULL,NULL,0
C151,0,0,0,0,T,130,0,0,80784296,VCS,National,MSO,OPA,FERNTREE GULLY,3156,2019-07-01,2019-07-01,VIC,A,RCT,345,I,0,4646621,NULL,NULL,NULL,NULL,NULL,NULL,National,CLE3006,3018,NULL,NULL,20190701,20190701,NULL,NULL,NULL,NULL,VRP,1523,NAT,8,Manufacturing,"Pulp, Paper and Converted Paper Product Manufacturing","Pulp, Paper and Paperboard Manufacturing",NULL,Metro Southern,NULL,NULL,0
NULL,0,1,0,1,V,14,1,0,80353918,VSY,SME,M7E,GEN,MILDURA,3500,2019-01-21,2019-01-01,VIC,Z,T,824,I,0,1457031,2019-01-22,NULL,NULL,2019-01-01,NULL,NULL,SME,NULL,3502,NULL,NULL,20190121,20190101,20190122,20190101,NULL,NULL,VRP,3294,GEN,23,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Mildura,NULL,NULL,0
H451,1,1,1,1,C,14,1,1,73456412,WMA,Inside Sales,ME2,GEN,LEEDERVILLE,6007,2021-06-09,2021-06-01,WA,C,D,170,I,0,3664121,2021-08-26,NULL,2021-08-24,2021-08-01,NULL,2021-08-01,Inside Sales,NULL,6007,NULL,NULL,20210609,20210601,20210826,20210801,20210824,20210801,VRP,6278,GEN,4,Accommodation and Food Services,Food and Beverage Services,"Cafes, Restaurants and Takeaway Food Services",",B,BN,CO,G,L,SH,SL,SO,WA,",Malaga,NULL,NULL,0
M695,0,0,0,1,T,14,0,0,13603483,QNO,X,M5O,NOC,TEWANTIN,4565,2002-11-18,2002-11-01,QLD,C,MUN,701,I,0,1842362,2017-08-31,NULL,NULL,2017-08-01,NULL,NULL,X,NULL,4565,NULL,NULL,20021118,20021101,20170831,20170801,NULL,NULL,VRP,4746,GEN,15,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",Market Research and Statistical Services,NULL,Noosa,NULL,NULL,0
G427,1,1,0,1,A,14,0,0,80464635,VWB,SME,MWE,GEN,HAMILTON,3300,2021-10-01,2021-10-01,VIC,A,C,824,I,0,3682891,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,3300,NULL,NULL,20211001,20211001,NULL,NULL,NULL,NULL,VRP,3754,SPEC,23,Retail Trade,Other Store-Based Retailing,Pharmaceutical and Other Store-Based Retailing,"B,BN,CO,G,L,SH,SL,SO,WA",Warrnambool,NULL,1,1
NULL,1,1,1,1,V,45,1,0,28498442,VSY,SME,M7S,G56,MERBEIN,3505,2016-12-19,2016-12-01,VIC,C,T,824,I,0,4346720,2021-06-04,NULL,NULL,2021-06-01,NULL,NULL,SME,NULL,3001,NULL,NULL,20161219,20161201,20210604,20210601,NULL,NULL,VRP,3294,GEN,23,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Mildura,NULL,NULL,0
NULL,0,0,0,0,N,14,0,0,53966826,WAW,NULL,ME2,GEN,ROBINSON,6330,2021-08-28,2021-08-01,WA,C,ST,735,I,0,3685940,2021-08-28,NULL,NULL,2021-08-01,NULL,NULL,NULL,ALBSPONSOR,6330,NULL,NULL,20210828,20210801,20210828,20210801,NULL,NULL,VRP,6713,GEN,18,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Albany Waste,NULL,NULL,0
NULL,0,0,0,1,E,130,0,0,32969336,VCS,National,MSO,AMC,ROWVILLE,3178,2013-10-08,2013-10-01,VIC,C,A,345,I,0,404257,2020-06-24,NULL,NULL,2020-06-01,NULL,NULL,National,CLE3006,3018,NULL,NULL,20131008,20131001,20200624,20200601,NULL,NULL,VRP,1523,NAT,8,NULL,NULL,NULL,NULL,Metro Southern,NULL,NULL,0
E301,0,0,0,0,O,30,0,0,18362614,QGI,Mid Market,MEO,HUT,PARADISE POINT,4216,2019-03-08,2019-03-01,QLD,C,T,110,I,0,617516,2021-06-28,NULL,NULL,2021-06-01,NULL,NULL,Mid Market,NULL,4066,NULL,NULL,20190308,20190301,20210628,20210601,NULL,NULL,VRP,NULL,STA,1,Construction,Building Construction,Residential Building Construction,NULL,Gold Coast C&D,NULL,NULL,0
NULL,0,0,0,1,E,145,0,0,73345585,WMA,Mid Market,MSI,CLX,BELMONT,6104,2019-05-17,2019-05-01,WA,Z,A,170,I,0,4125034,2019-10-31,NULL,NULL,2019-10-01,NULL,NULL,Mid Market,2101020,6964,NULL,NULL,20190517,20190501,20191031,20191001,NULL,NULL,VRP,NULL,COMP,4,NULL,NULL,NULL,NULL,Malaga,NULL,NULL,0
NULL,0,0,0,0,SWR,130,0,0,80450836,VWB,SME,MWE,GEN,WARRNAMBOOL,3280,2021-05-26,2021-05-01,VIC,A,D,824,I,0,3661752,NULL,NULL,NULL,NULL,NULL,NULL,SME,FUEL,3145,NULL,NULL,20210526,20210501,NULL,NULL,NULL,NULL,VRP,3754,GEN,23,NULL,NULL,NULL,NULL,Warrnambool,NULL,1,0
E301,0,0,0,0,O,30,0,0,82081183,QBC,Mid Market,MAO,HUT,WACOL,4076,2021-06-08,2021-06-01,QLD,Z,A,110,I,0,3663914,2019-12-31,NULL,NULL,2019-12-01,NULL,NULL,Mid Market,FUSCEX,4066,NULL,NULL,20210608,20210601,20191231,20191201,NULL,NULL,VRP,NULL,STA,1,Construction,Building Construction,Residential Building Construction,NULL,Brisbane C&D,NULL,NULL,0
